epoch,phase,wall_time_s,epoch_time_s
760,adam,12.895918,0.017886
761,adam,12.913469,0.017551
762,adam,12.930605,0.017136
763,adam,12.947902,0.017297
764,adam,12.965208,0.017306
765,adam,12.982281,0.017074
766,adam,12.999309,0.017028
767,adam,13.016663,0.017354
768,adam,13.034191,0.017528
769,adam,13.051326,0.017135
770,adam,13.068556,0.017230
771,adam,13.085738,0.017182
772,adam,13.102984,0.017245
773,adam,13.119942,0.016958
774,adam,13.137159,0.017217
775,adam,13.154299,0.017141
776,adam,13.171402,0.017103
777,adam,13.188578,0.017177
778,adam,13.205740,0.017162
779,adam,13.222859,0.017119
780,adam,13.239825,0.016966
781,adam,13.257138,0.017313
782,adam,13.274210,0.017072
783,adam,13.291593,0.017384
784,adam,13.308958,0.017365
785,adam,13.325842,0.016884
786,adam,13.342985,0.017143
787,adam,13.360060,0.017075
788,adam,13.377374,0.017313
789,adam,13.394531,0.017157
790,adam,13.411510,0.016979
791,adam,13.429533,0.018023
792,adam,13.447224,0.017691
793,adam,13.464785,0.017560
794,adam,13.481892,0.017107
795,adam,13.499233,0.017341
796,adam,13.516602,0.017369
797,adam,13.533937,0.017335
798,adam,13.551788,0.017852
799,adam,13.569782,0.017994
800,adam,13.587165,0.017383
801,adam,13.604572,0.017407
802,adam,13.622061,0.017490
803,adam,13.639453,0.017392
804,adam,13.656797,0.017344
805,adam,13.674076,0.017279
806,adam,13.691176,0.017100
807,adam,13.708533,0.017357
808,adam,13.725777,0.017244
809,adam,13.742787,0.017009
810,adam,13.759837,0.017050
811,adam,13.777104,0.017267
812,adam,13.794104,0.017000
813,adam,13.811493,0.017389
814,adam,13.828895,0.017402
815,adam,13.846143,0.017248
816,adam,13.863293,0.017151
817,adam,13.880378,0.017084
818,adam,13.897519,0.017141
819,adam,13.914635,0.017116
820,adam,13.931798,0.017164
821,adam,13.948858,0.017060
822,adam,13.966304,0.017446
823,adam,13.983541,0.017237
824,adam,14.000743,0.017202
825,adam,14.017992,0.017248
826,adam,14.035131,0.017139
827,adam,14.052473,0.017342
828,adam,14.069451,0.016977
829,adam,14.086804,0.017354
830,adam,14.103755,0.016951
831,adam,14.121119,0.017364
832,adam,14.138231,0.017112
833,adam,14.155547,0.017316
834,adam,14.172758,0.017211
835,adam,14.189983,0.017226
836,adam,14.207072,0.017088
837,adam,14.224073,0.017001
838,adam,14.241433,0.017360
839,adam,14.258502,0.017069
840,adam,14.275763,0.017262
841,adam,14.292530,0.016767
842,adam,14.309676,0.017146
843,adam,14.326893,0.017217
844,adam,14.344141,0.017248
845,adam,14.361384,0.017243
846,adam,14.378374,0.016991
847,adam,14.395531,0.017157
848,adam,14.412536,0.017005
849,adam,14.429766,0.017230
850,adam,14.446850,0.017084
851,adam,14.463800,0.016950
852,adam,14.480975,0.017174
853,adam,14.497919,0.016944
854,adam,14.515007,0.017088
855,adam,14.533002,0.017995
856,adam,14.550437,0.017435
857,adam,14.567691,0.017253
858,adam,14.584678,0.016988
859,adam,14.601814,0.017136
860,adam,14.618899,0.017086
861,adam,14.635784,0.016885
862,adam,14.652817,0.017032
863,adam,14.669799,0.016983
864,adam,14.686951,0.017152
865,adam,14.704040,0.017089
866,adam,14.721049,0.017008
867,adam,14.738091,0.017043
868,adam,14.755133,0.017042
869,adam,14.772175,0.017042
870,adam,14.789352,0.017177
871,adam,14.806377,0.017025
872,adam,14.823462,0.017085
873,adam,14.840838,0.017376
874,adam,14.857816,0.016978
875,adam,14.875019,0.017203
876,adam,14.892053,0.017034
877,adam,14.909205,0.017152
878,adam,14.926415,0.017211
879,adam,14.943508,0.017093
880,adam,14.960752,0.017244
881,adam,15.001850,0.041098
882,adam,15.024332,0.022482
883,adam,15.043836,0.019504
884,adam,15.062218,0.018382
885,adam,15.080900,0.018682
886,adam,15.099958,0.019058
887,adam,15.118372,0.018414
888,adam,15.136385,0.018013
889,adam,15.155101,0.018716
890,adam,15.173360,0.018259
891,adam,15.191812,0.018452
892,adam,15.209945,0.018133
893,adam,15.228756,0.018811
894,adam,15.249444,0.020688
895,adam,15.269498,0.020054
896,adam,15.287797,0.018299
897,adam,15.306255,0.018458
898,adam,15.324372,0.018117
899,adam,15.343168,0.018797
900,adam,15.361394,0.018226
901,adam,15.380505,0.019111
902,adam,15.398461,0.017955
903,adam,15.417224,0.018763
904,adam,15.434962,0.017739
905,adam,15.453784,0.018822
906,adam,15.472006,0.018222
907,adam,15.490875,0.018869
908,adam,15.509398,0.018523
909,adam,15.528008,0.018610
910,adam,15.546730,0.018721
911,adam,15.564697,0.017967
912,adam,15.583429,0.018733
913,adam,15.601259,0.017830
914,adam,15.619363,0.018103
915,adam,15.638071,0.018708
916,adam,15.656291,0.018220
917,adam,15.674967,0.018676
918,adam,15.692962,0.017995
919,adam,15.711695,0.018732
920,adam,15.729561,0.017866
921,adam,15.748297,0.018735
922,adam,15.767226,0.018929
923,adam,15.785610,0.018385
